,NP,NP_Synthesis,Drug_dose (μg/disk),NP_concentration (μg/ml),NP size_avg (nm),shape,method,Bacteria,Drug,reference,time (hr),Valance_electron,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,MaxAbsEStateIndex,MinEStateIndex,qed,BCUT2D_MWHI,AvgIpc,BalabanJ,PEOE_VSA13,PEOE_VSA14,PEOE_VSA4,PEOE_VSA6,PEOE_VSA8,SlogP_VSA4,SlogP_VSA8,EState_VSA6,EState_VSA7,VSA_EState9,NumAliphaticCarbocycles,fr_ArN,fr_Imine,fr_alkyl_halide,fr_allylic_oxid,fr_unbrch_alkane,Drug_class,ZOI_drug (mm),ZOI_NP (mm),ZOI_Drug_NP (mm)
609,TiO2,purchased from MK impex corp,5.0,500.0,100.0,spherical,disc_diffusion,Staphylococcus aureus,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,24,16,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,14.98365316,-1.315329409,0.874739826,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,0,0,Quinolines,40.0,19.837278,40.0
610,TiO2,purchased from MK impex corp,5.0,500.0,100.0,spherical,disc_diffusion,Staphylococcus aureus,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,24,16,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,14.98365316,-1.315329409,0.874739826,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,0,0,Quinolines,40.0,19.837278,40.0
611,TiO2,purchased from MK impex corp,5.0,500.0,100.0,spherical,disc_diffusion,Staphylococcus aureus,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,24,16,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,14.98365316,-1.315329409,0.874739826,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,0,0,Quinolines,40.0,19.837278,40.0
612,TiO2,purchased from MK impex corp,5.0,500.0,100.0,spherical,disc_diffusion,Staphylococcus aureus,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,24,16,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,14.98365316,-1.315329409,0.874739826,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,0,0,Quinolines,40.0,19.837278,42.0
613,TiO2,purchased from MK impex corp,5.0,500.0,100.0,spherical,disc_diffusion,Burkholderia cepacia,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,24,16,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Bacteria,Burkholderia cepacia,opportunistic pathogen,n,24.0,35,2,soil,14.98365316,-1.315329409,0.874739826,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,0,0,Quinolines,40.0,20.396852,48.0
614,TiO2,purchased from MK impex corp,5.0,1000.0,100.0,spherical,disc_diffusion,Escherichia coli,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,24,16,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,14.98365316,-1.315329409,0.874739826,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,0,0,Quinolines,40.0,20.44345,40.0
615,TiO2,purchased from MK impex corp,5.0,1000.0,100.0,spherical,disc_diffusion,Escherichia coli,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,24,16,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,14.98365316,-1.315329409,0.874739826,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,0,0,Quinolines,40.0,20.44345,40.0
616,TiO2,purchased from MK impex corp,5.0,1000.0,100.0,spherical,disc_diffusion,Burkholderia cepacia,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,24,16,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Bacteria,Burkholderia cepacia,opportunistic pathogen,n,24.0,35,2,soil,14.98365316,-1.315329409,0.874739826,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,0,0,Quinolines,40.0,25.001312,44.0
617,TiO2,purchased from MK impex corp,5.0,500.0,100.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,24,16,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,14.98365316,-1.315329409,0.874739826,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,0,0,Quinolines,48.0,17.009514,48.0
618,TiO2,purchased from MK impex corp,5.0,1000.0,100.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Levofloxacin,https://revistabionatura.com/2023.08.01.34.html,24,16,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,14.98365316,-1.315329409,0.874739826,19.14222038,2.600812137,2.004088915,0.0,5.969305288,0.0,0.0,32.3758692,5.817220841,10.90292493,4.567099648,18.87131891,2.015277596,0,0,0,0,0,0,Quinolines,48.0,18.178715,48.0
619,ZnO,chem_synthesis by sol-gel method,20.0,2.0,15.0,spherical,well_diffusion,Sphingomonas paucimobilis,Ampicillin,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,8,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Bacteria,Sphingomonas paucimobilis,opportunistic pathogen,n,6.0,30,2,soil,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,6.0,11.33,13.0
620,ZnO,chem_synthesis by sol-gel method,30.0,2.0,15.0,spherical,well_diffusion,Klebsiella pneumoniae,Ceftriaxone,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,8,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30,2,respiratory tract,12.91680492,-1.306214252,0.130680273,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,0,0,Lactams,7.0,12.0,26.0
621,ZnO,chem_synthesis by sol-gel method,30.0,2.0,15.0,spherical,well_diffusion,Sphingomonas paucimobilis,Ceftriaxone,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,8,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Bacteria,Sphingomonas paucimobilis,opportunistic pathogen,n,6.0,30,2,soil,12.91680492,-1.306214252,0.130680273,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,0,0,Lactams,8.0,11.33,9.0
622,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Staphylococcus aureus,Chloramphenicol,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,8.0,15.114973,11.0
623,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Bacillus cereus,Amoxycillin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,4.0,30,2,food,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,8.0,16.89875,12.0
624,ZnO,green_synthesis from Cassia auriculata Leaf Extract,100.0,5000.0,68.64,spherical,disc_diffusion,Candida albicans,Amphotericin B,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37,2,mouth,12.61321938,-2.325405557,0.173524051,16.70563965,3.214648676,1.859385458,0.0,11.93861058,0.0,98.9117559,37.51909858,17.75371814,0.0,80.68369557,19.07577741,0.0,0,0,0,0,12,0,Organooxygen compounds,8.5,15.613403,10.0
625,ZnO,chem_synthesis by sol-gel method,30.0,2.0,15.0,spherical,well_diffusion,Escherichia coli,Ceftriaxone,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,8,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.91680492,-1.306214252,0.130680273,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,0,0,Lactams,9.0,10.0,12.0
626,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Staphylococcus aureus,Gentamycin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,11.12947795,-1.291217054,0.05709488,16.73785432,0.797905866,2.03e-07,0.0,0.0,0.0,0.0,54.87948304,0.0,0.0,41.91422755,20.89514638,6.737334779,3,0,0,0,0,0,Aminoglycoside ,9.0,15.114973,11.0
627,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Bacillus cereus,Ampicillin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,4.0,30,2,food,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,9.0,16.89875,12.0
628,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Bacillus subtilis,Cefpirome,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,13.013758,-1.406309312,0.205503646,32.16668103,3.49471598,1.361543008,11.81435946,0.0,4.567099648,5.155712727,34.75666109,0.0,0.0,5.38006277,12.26321064,1.286528462,1,1,0,0,0,0,Lactams,9.0,17.218225,15.0
629,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Pseudomonas aeruginosa,Cefpirome,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,13.013758,-1.406309312,0.205503646,32.16668103,3.49471598,1.361543008,11.81435946,0.0,4.567099648,5.155712727,34.75666109,0.0,0.0,5.38006277,12.26321064,1.286528462,1,1,0,0,0,0,Lactams,9.5,15.30539,9.5
630,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Candida albicans,Itraconazole,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37,2,mouth,12.80151582,-1.158501335,0.174394288,35.49683849,3.884754612,0.92529827,0.0,5.689743398,10.19736362,36.19198405,48.13988298,0.0,5.687386275,34.03627687,44.17930974,0.0,0,0,0,0,0,0,Diazinanes,9.5,15.613403,10.0
631,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Bacillus subtilis,Amikacin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,12.57843074,-1.755830655,0.113063794,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,9.5,17.218225,12.5
632,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Bacillus subtilis,Gentamycin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,11.12947795,-1.291217054,0.05709488,16.73785432,0.797905866,2.03e-07,0.0,0.0,0.0,0.0,54.87948304,0.0,0.0,41.91422755,20.89514638,6.737334779,3,0,0,0,0,0,Aminoglycoside ,9.5,17.218225,13.5
633,ZnO,chem_synthesis by sol-gel method,30.0,2.0,15.0,spherical,well_diffusion,Escherichia coli,Cefepime,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,8,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.89283297,-1.366845971,0.212040946,32.16668081,3.37256128,1.517605262,11.81435946,0.0,0.0,5.155712727,29.54766415,0.0,0.0,5.38006277,0.0,3.393395916,0,1,0,0,0,0,Lactams,10.0,10.0,15.0
634,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Escherichia coli,Cephalothin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.42769109,-1.255403586,0.534480611,32.1666803,3.090277447,1.691538027,5.907179729,11.93861058,0.0,6.066367068,23.12684253,0.0,0.0,0.0,17.51279691,0.0,0,0,0,0,0,0,Lactams,10.0,15.027376,10.0
635,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Bacillus subtilis,Ampicillin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,10.0,17.218225,11.5
636,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Pseudomonas aeruginosa,Amoxycillin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,10.5,15.30539,9.0
637,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Pseudomonas aeruginosa,Chloramphenicol,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,10.5,15.30539,10.0
638,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Bacillus subtilis,Amoxycillin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,10.5,17.218225,12.0
639,ZnO,chem_synthesis by sol-gel method,30.0,2.0,15.0,spherical,well_diffusion,Sphingomonas paucimobilis,Cefepime,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,8,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Bacteria,Sphingomonas paucimobilis,opportunistic pathogen,n,6.0,30,2,soil,12.89283297,-1.366845971,0.212040946,32.16668081,3.37256128,1.517605262,11.81435946,0.0,0.0,5.155712727,29.54766415,0.0,0.0,5.38006277,0.0,3.393395916,0,1,0,0,0,0,Lactams,11.0,11.33,12.0
640,ZnO,chem_synthesis by sol-gel method,20.0,2.0,15.0,spherical,well_diffusion,Escherichia coli,Ampicillin,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,8,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,12.0,10.0,18.0
641,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Klebsiella pneumoniae,Cefpirome,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30,2,respiratory tract,13.013758,-1.406309312,0.205503646,32.16668103,3.49471598,1.361543008,11.81435946,0.0,4.567099648,5.155712727,34.75666109,0.0,0.0,5.38006277,12.26321064,1.286528462,1,1,0,0,0,0,Lactams,12.5,13.646258,9.5
642,ZnO,green_synthesis from Cassia auriculata Leaf Extract,100.0,5000.0,68.64,spherical,disc_diffusion,Cryptococcus neoformans,Amphotericin B,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Eukaryota,Cryptococcus neoformans,pathogenic,f,24.0,30,2,soil,12.61321938,-2.325405557,0.173524051,16.70563965,3.214648676,1.859385458,0.0,11.93861058,0.0,98.9117559,37.51909858,17.75371814,0.0,80.68369557,19.07577741,0.0,0,0,0,0,12,0,Organooxygen compounds,12.5,15.194009,11.5
643,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Escherichia coli,Amoxycillin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,13.0,15.027376,13.0
644,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Escherichia coli,Cefpirome,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,13.013758,-1.406309312,0.205503646,32.16668103,3.49471598,1.361543008,11.81435946,0.0,4.567099648,5.155712727,34.75666109,0.0,0.0,5.38006277,12.26321064,1.286528462,1,1,0,0,0,0,Lactams,13.0,15.027376,14.0
645,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Staphylococcus aureus,Amoxycillin,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,13.0,15.114973,14.5
646,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Cryptococcus neoformans,Fluconazole,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Eukaryota,Cryptococcus neoformans,pathogenic,f,24.0,30,2,soil,14.11247496,-1.69525463,0.751515975,19.14546234,3.116209505,2.006201264,0.0,0.0,10.19736362,6.066367068,11.62981856,11.63444168,0.0,0.0,0.0,0.0,0,0,0,0,0,0,Benzene and substituted derivatives,13.5,15.194009,23.5
647,ZnO,green_synthesis from Cassia auriculata Leaf Extract,100.0,5000.0,68.64,spherical,disc_diffusion,Candida glabrata,Amphotericin B,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Eukaryota,Nakaseomyces glabratus,opportunistic pathogen,f,24.0,37,2,blood,12.61321938,-2.325405557,0.173524051,16.70563965,3.214648676,1.859385458,0.0,11.93861058,0.0,98.9117559,37.51909858,17.75371814,0.0,80.68369557,19.07577741,0.0,0,0,0,0,12,0,Organooxygen compounds,13.5,15.597263,10.0
648,ZnO,chem_synthesis by sol-gel method,30.0,2.0,15.0,spherical,well_diffusion,Klebsiella pneumoniae,Cefepime,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,8,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30,2,respiratory tract,12.89283297,-1.366845971,0.212040946,32.16668081,3.37256128,1.517605262,11.81435946,0.0,0.0,5.155712727,29.54766415,0.0,0.0,5.38006277,0.0,3.393395916,0,1,0,0,0,0,Lactams,14.0,12.0,11.0
649,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Escherichia coli,Chloramphenicol,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,14.5,15.027376,21.0
650,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Staphylococcus aureus,Tetracycline,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,13.31369504,-2.745033659,0.336110462,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,0,0,Tetracyclines,14.5,15.114973,16.5
651,ZnO,green_synthesis from Cassia auriculata Leaf Extract,10.0,5000.0,68.64,spherical,disc_diffusion,Candida glabrata,Clotrimazole,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Eukaryota,Nakaseomyces glabratus,opportunistic pathogen,f,24.0,37,2,blood,6.691467152,-0.585949074,0.454544985,35.49569183,3.206300113,2.153583648,0.0,0.0,0.0,90.46371178,22.97977195,0.0,0.0,6.196843572,42.85599899,0.0,0,0,0,0,0,0,Triphenyl compounds,14.5,15.597263,13.0
652,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Bacillus subtilis,Tetracycline,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,13.31369504,-2.745033659,0.336110462,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,0,0,Tetracyclines,14.5,17.218225,18.5
653,ZnO,green_synthesis from Cassia auriculata Leaf Extract,30.0,5000.0,68.64,spherical,disc_diffusion,Bacillus subtilis,Chloramphenicol,https://link.springer.com/article/10.1007/s12668-017-0463-6,24,8,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,15.0,17.218225,17.0
