,NP,NP_Synthesis,Drug,Drug_class,Drug_dose (μg/disk),NP_concentration (μg/ml),NP size_avg (nm),shape,method,Bacteria,Drug,reference,amw,lipinskiHBA,chi4v,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"avg_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,BCUT2D_MWHI,AvgIpc,BalabanJ,PEOE_VSA13,PEOE_VSA14,PEOE_VSA4,PEOE_VSA6,PEOE_VSA8,SlogP_VSA4,SlogP_VSA8,EState_VSA6,EState_VSA7,VSA_EState9,NumAliphaticCarbocycles,fr_ArN,fr_alkyl_halide,fr_allylic_oxid,ZOI_NP (mm),ZOI_drug (mm),ZOI_Drug_NP (mm)
554,Ag,green_synthesis from fungus  Phytophthora infestans,Gentamicin,Aminoglycoside ,1.25,5.0,60.0,spherical,disc_diffusion,Staphylococcus aureus,Gentamicin,https://www.nature.com/articles/srep29982,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,13.0,23.0,26.0
555,Au,chem_synthesis using hydrogen tetrachloroaureate,Ciprofloxacin,Quinolines,5.0,8.0,16.5,spherical,disc_diffusion,Bacillus cereus,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,196.967,0,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,10.0,30,food,14.60768519,-1.27510223,18.125,331.347,19.14221558,3.403898859,1.948598125,0.0,5.969305288,0.0,0.0,43.80393424,5.817220841,10.90292493,6.066367068,9.467009379,0.0,1,0,0,0,13.0,23.0,26.0
556,TiO2,chemical_synthesis by two step sol-gel preparation,Amoxicillin,Lactams,25.0,20.0,20.0,irregular,disc_diffusion,Staphylococcus aureus,Amoxicillin,https://www.scirp.org/journal/paperinformation?paperid=3005,79.865,2,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,13.25560572,20.0,26.0
557,TiO2,chemical_synthesis by two step sol-gel preparation,Clindamycin,Lincomycin,10.0,20.0,20.0,irregular,disc_diffusion,Staphylococcus aureus,Clindamycin,https://www.scirp.org/journal/paperinformation?paperid=3005,79.865,2,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.90096333,-1.361937506,39.92592593,424.991,35.49574543,2.986507094,2.094099659,0.0,0.0,0.0,13.34455882,6.544756406,5.917906046,0.0,13.17950638,11.94758171,1.939344648,0,0,1,0,13.25560572,20.0,26.0
558,TiO2,chemical_synthesis by two step sol-gel preparation,Tetracycline,Tetracyclines,30.0,20.0,20.0,irregular,disc_diffusion,Staphylococcus aureus,Tetracycline,https://www.scirp.org/journal/paperinformation?paperid=3005,79.865,2,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,13.31369504,-2.745033659,34.375,444.44,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,13.25560572,21.0,26.0
559,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,36.0,30,sputum,12.57843074,-1.755830655,47.05,585.608,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,13.87667487,20.0,26.0
560,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,phenol ethers,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,36.0,30,sputum,5.848108466,0.15383521,10.23809524,290.323,16.52993347,2.485378414,2.397562137,0.0,0.0,4.983978521,0.0,18.18111669,0.0,0.0,27.5262362,12.13273414,4.703740547,0,2,0,0,13.87667487,25.0,26.0
561,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,36.0,30,sputum,10.93437059,-1.661604858,53.72727273,484.503,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,13.87667487,26.0,26.0
562,Ag,green_synthesis by Klebsiella pneumoniae,Carbenicillin,Carboxylic acids and derivatives,100.0,10.0,22.5,spherical,disc_diffusion,Escherichia coli,Carbenicillin,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.51094451,-1.437283373,27.23076923,378.406,32.16690639,2.815383921,1.778325532,0.0,11.93861058,0.0,30.33183534,4.747022453,0.0,0.0,32.0465756,0.0,0.0,0,0,0,0,14.73498113,26.0,26.0
563,TiO2,purchased from MK impex corp,Amikacin,Organooxygen compounds,10.0,500.0,100.0,spherical,disc_diffusion,Staphylococcus aureus,Amikacin,https://revistabionatura.com/2023.08.01.34.html,79.865,2,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.57843074,-1.755830655,47.05,585.608,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,19.43195498,24.0,26.0
564,Ag,chem_synthesis_reduction_by_D_glucose,Kanamycin,Organooxygen compounds,30.0,100.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Kanamycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,10.93437059,-1.661604858,53.72727273,484.503,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,13.76144217,15.5,26.1
565,Ag,chem_synthesis_reduction_by_D_glucose,Erythromycin,Organooxygen compounds,15.0,100.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,13.76144217,10.0,26.67
566,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Organoheterocyclic compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Serratia odorifera,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria,Serratia odorifera,opportunistic pathogen,n,24.0,30,soil,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,6.689265154,27.0,27.0
567,Ag,green_synthesis using Acinetobacter calcoaceticus,Tetracycline,Tetracyclines,30.0,15.0,10.0,spherical,disc_diffusion,Shigella sonnei,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,13.31369504,-2.745033659,34.375,444.44,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,7.259130064,28.0,27.0
568,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycoside ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas aeruginosa,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,7.874260201,27.0,27.0
569,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Organoheterocyclic compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Salmonella typhi,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,252.0,37,blood,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,8.144160296,20.0,27.0
570,Ag,green_synthesis using Acinetobacter calcoaceticus,Ceftriaxone,Lactams,30.0,15.0,10.0,spherical,disc_diffusion,Escherichia coli,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.91680492,-1.306214252,19.55555556,554.592,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,8.347368469,30.0,27.0
571,Ag,green_synthesis using Acinetobacter calcoaceticus,Chloramphenicol,Benzene derivatives,30.0,15.0,10.0,spherical,disc_diffusion,Escherichia coli,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,11.30478637,-1.325823356,13.85,323.132,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,2,0,8.347368469,30.0,27.0
572,Ag,green_synthesis using Acinetobacter calcoaceticus,Ciprofloxacin,Quinolines,30.0,15.0,10.0,spherical,disc_diffusion,Staphylococcus aureus,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,14.60768519,-1.27510223,18.125,331.347,19.14221558,3.403898859,1.948598125,0.0,5.969305288,0.0,0.0,43.80393424,5.817220841,10.90292493,6.066367068,9.467009379,0.0,1,0,0,0,9.25096953,28.0,27.0
573,Au,chem_synthesis using hydrogen tetrachloroaureate,Ciprofloxacin,Quinolines,5.0,4.0,16.5,spherical,disc_diffusion,Salmonella typhimurium,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,196.967,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,14.60768519,-1.27510223,18.125,331.347,19.14221558,3.403898859,1.948598125,0.0,5.969305288,0.0,0.0,43.80393424,5.817220841,10.90292493,6.066367068,9.467009379,0.0,1,0,0,0,10.0,26.0,27.0
574,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,13.31369504,-2.745033659,34.375,444.44,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,10.10049904,27.0,27.0
575,Ag,green_synthesis from fungus  Phytophthora infestans,Tetracycline,Tetracyclines,1.25,2.5,60.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Tetracycline,https://www.nature.com/articles/srep29982,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,13.31369504,-2.745033659,34.375,444.44,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,13.0,20.0,27.0
576,TiO2,chemical_synthesis by two step sol-gel preparation,Cloxacillin,Carboxylic acids and derivatives,30.0,20.0,20.0,irregular,disc_diffusion,Staphylococcus aureus,Cloxacillin,https://www.scirp.org/journal/paperinformation?paperid=3005,79.865,2,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.9956228,-1.056471035,24.75862069,435.889,35.49569243,3.148303865,1.597975412,5.907179729,5.969305288,0.0,34.95670435,10.31047394,6.9237372,11.25737949,45.03667987,0.0,0.0,0,0,0,0,13.25560572,19.0,27.0
577,ZnO,green_synthesis using Ulva fasciata ,Gentamicin,Aminoglycoside ,10.0,10000.0,187.0,spherical,disc_diffusion,Staphylococcus aureus,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,81.389,1,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,13.83962117,27.0,27.0
578,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,Erythromycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,36.0,30,sputum,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,13.87667487,25.0,27.0
579,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Tetracycline,Tetracyclines,30.0,5000.0,68.64,spherical,disc_diffusion,Salmonella typhimurium,Tetracycline,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,13.31369504,-2.745033659,34.375,444.44,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,14.28492992,25.0,27.0
580,Ag,green_synthesis by Klebsiella pneumoniae,Amikacin,Organooxygen compounds,30.0,10.0,22.5,spherical,disc_diffusion,Escherichia coli,Amikacin,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.57843074,-1.755830655,47.05,585.608,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,14.73498113,27.0,27.0
581,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Ketoconazole,Diazinanes,30.0,5000.0,68.64,spherical,disc_diffusion,Cryptococcus neoformans,Ketoconazole,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Eukaryota,Cryptococcus neoformans,pathogenic,f,24.0,30,soil,11.5533428,-1.081078001,22.13888889,531.44,35.49683712,3.536629511,1.217537201,0.0,0.0,0.0,29.26824685,61.76992105,0.0,0.0,31.58063498,45.99568829,0.0,0,0,0,0,15.76310576,15.5,27.0
582,ZnO,green_synthesis using Ulva fasciata ,Chloramphenicol,Benzene derivatives,30.0,10000.0,187.0,spherical,disc_diffusion,Escherichia coli,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,11.30478637,-1.325823356,13.85,323.132,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,2,0,17.76572473,27.0,27.0
583,Ag,chem_synthesis_reduction_by_D_glucose,Ampicillin,Organoheterocyclic compounds,10.0,100.0,10.0,spherical,disc_diffusion,Salmonella enterica,Ampicillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,42.0,37,food,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,10.58514582,12.0,27.07
584,Ag,chem_synthesis_reduction_by_D_glucose,Erythromycin,Organooxygen compounds,15.0,100.0,10.0,spherical,disc_diffusion,Escherichia coli,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,12.31913051,13.0,27.07
585,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Chloramphenicol,Benzene derivatives,30.0,5000.0,68.64,spherical,disc_diffusion,Salmonella typhimurium,Chloramphenicol,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,11.30478637,-1.325823356,13.85,323.132,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,2,0,14.28492992,27.5,27.5
586,Ag,chem_synthesis_reduction_by_D_glucose,Amoxycillin,Lactams,30.0,100.0,10.0,spherical,disc_diffusion,Salmonella enterica,Amoxycillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,42.0,37,food,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,10.58514582,19.77,27.9
587,Ag,chem_synthesis_reduction_by_D_glucose,Erythromycin,Organooxygen compounds,15.0,100.0,10.0,spherical,disc_diffusion,Vibrio vulnificus,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio vulnificus,pathogenic,n,48.0,25,water,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,10.94870321,24.7,27.93
588,Ag,green_synthesis using Acinetobacter calcoaceticus,Chloramphenicol,Benzene derivatives,30.0,15.0,10.0,spherical,disc_diffusion,Salmonella typhimurium,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,11.30478637,-1.325823356,13.85,323.132,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,2,0,6.859416529,28.0,28.0
589,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Vibrio parahaemolyticus,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio parahaemolyticus,pathogenic,n,16.0,30,water,13.31702838,-2.89477903,33.33333333,462.455,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,6.925948109,28.0,28.0
590,Ag,green_synthesis using Acinetobacter calcoaceticus,Ceftazidime,Lactams,30.0,15.0,10.0,spherical,disc_diffusion,Escherichia coli,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,13.11432809,-1.753218546,19.67567568,546.587,32.1666812,3.279136562,1.551044932,11.81435946,5.969305288,0.0,11.2220798,28.83875504,0.0,0.0,29.09352093,6.066367068,0.0,0,1,0,0,8.347368469,28.0,28.0
591,Ag,green_synthesis using Acinetobacter calcoaceticus,Gentamicin,Aminoglycoside ,30.0,15.0,10.0,spherical,disc_diffusion,Escherichia coli,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,8.347368469,30.0,28.0
592,Ag,green_synthesis using Acinetobacter calcoaceticus,Tetracycline,Tetracyclines,30.0,15.0,10.0,spherical,disc_diffusion,Escherichia coli,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,13.31369504,-2.745033659,34.375,444.44,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,8.347368469,30.0,28.0
593,Ag,green_synthesis using Acinetobacter calcoaceticus,Gentamicin,Aminoglycoside ,30.0,15.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,11.67010682,30.0,28.0
594,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,Streptomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,36.0,30,sputum,12.06698364,-2.383546555,47.425,581.58,16.76083165,3.130220139,1.964431069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.417915666,1,0,0,0,13.87667487,28.0,28.0
595,Ag,green_synthesis by Klebsiella pneumoniae,Cefixime,Lactams,5.0,10.0,22.5,spherical,disc_diffusion,Escherichia coli,Cefixime,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.71779998,-1.300251749,20.86666667,453.458,32.16668067,3.128295926,1.793850471,11.81435946,11.93861058,0.0,17.81066852,11.13291638,0.0,0.0,0.0,0.0,0.0,0,1,0,1,14.73498113,28.0,28.0
