,NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),Valance_electron,amw,lipinskiHBA,NumHBA,chi0v,kappa1,"min_Incub_period, h","growth_temp, C",biosafety_level,reference,ZOI_NP (mm)
1049,Fe3O4,chemical_synthesis,spherical,disk_diffusion,Pseudomonas aeruginosa,48.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,2.5,12.0,20.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,7.0
1050,Fe3O4,chemical_synthesis,spherical,disk_diffusion,Pseudomonas aeruginosa,48.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,12.0,20.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,22.0
1051,Fe3O4,chemical_synthesis,spherical,disk_diffusion,Pseudomonas aeruginosa,48.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,5.0,12.0,20.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,15.0
1052,Fe3O4,chemical_synthesis,spherical,disk_diffusion,Pseudomonas aeruginosa,48.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,2.5,12.0,20.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,5.0
1053,Fe3O4,chemical_synthesis,spherical,disk_diffusion,Pseudomonas aeruginosa,48.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,5.0,12.0,20.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,17.5
1054,Fe3O4,chemical_synthesis,spherical,disk_diffusion,Pseudomonas aeruginosa,48.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,2.5,12.0,20.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,11.0
1055,Fe3O4,chemical_synthesis,spherical,disk_diffusion,Pseudomonas aeruginosa,48.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,12.0,20.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,21.0
1056,Fe3O4,chemical_synthesis,spherical,disk_diffusion,Pseudomonas aeruginosa,48.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,5.0,12.0,20.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,16.0
1057,Fe3O4,chemical_synthesis,spherical,disk_diffusion,Pseudomonas aeruginosa,48.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,2.5,12.0,20.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.0
1061,Fe3O4,chemical_synthesis,spherical,disk_diffusion,Pseudomonas aeruginosa,48.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,2.5,12.0,20.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,8.0
1062,Fe3O4,chemical,nanorods,disk_diffusion,Bacillus cereus,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,pathogenic,p,food,2.7,33.0,33.0,48,231.531,4,4,6.006207083,10.82035581,4.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0142961218303399,20.0
1063,Fe3O4,chemical,nanorods,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,5.6,33.0,33.0,48,231.531,4,4,6.006207083,10.82035581,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0142961218303399,14.0
1064,Fe3O4,chemical,nanorods,disk_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,6.5,33.0,33.0,48,231.531,4,4,6.006207083,10.82035581,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0142961218303399,12.0
1065,Fe3O4,chemical,nanorods,disk_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,7.6,33.0,33.0,48,231.531,4,4,6.006207083,10.82035581,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0142961218303399,13.0
1066,Fe3O4,chemical,nanorods,disk_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,3.4,33.0,33.0,48,231.531,4,4,6.006207083,10.82035581,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0142961218303399,18.0
1067,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Bacillus cereus,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,pathogenic,p,food,20.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,4.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,20.0
1068,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,15.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,15.0
1069,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,30.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,30.0
1070,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,20.0
1071,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,28.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,28.0
1072,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Staphylococcus epidermidis,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,opportunistic pathogen,p,nose,25.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,25.0
1073,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Salmonella enterica,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,18.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,12.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,18.0
1074,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Bacillus cereus,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,pathogenic,p,food,10.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,4.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.0
1075,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,12.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,12.0
1076,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,13.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,13.0
1077,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,14.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,14.0
1078,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,11.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,11.0
1079,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Staphylococcus epidermidis,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,opportunistic pathogen,p,nose,10.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.0
1080,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Salmonella enterica,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,10.0,5.0,15.0,11,107.868,0,0,1.78376517,1.74025974,12.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.0
1081,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Aspergillus niger,4.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Fungi,pathogenic,f,soil,100.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,5.0
1082,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Aspergillus niger,4.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Fungi,pathogenic,f,soil,100.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,6.0
1083,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Aspergillus niger,4.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Fungi,pathogenic,f,soil,150.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,6.0
1084,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Bacillus subtilis,4.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,50.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,9.0
1085,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Bacillus subtilis,4.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,100.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.0
1086,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Bacillus subtilis,4.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,150.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,12.0
1087,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Candida albicans,4.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Fungi,pathogenic,f,mouth,50.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,9.0
1088,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Candida albicans,4.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Fungi,pathogenic,f,mouth,100.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,11.0
1089,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Candida albicans,4.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Fungi,pathogenic,f,mouth,150.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,13.0
1090,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Escherichia coli,4.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,50.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,7.0
1091,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Escherichia coli,4.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,100.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,9.0
1092,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Escherichia coli,4.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,150.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.0
1093,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Pseudomonas aeruginosa,4.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,50.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,8.0
1094,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Pseudomonas aeruginosa,4.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,100.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,8.0
1095,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Pseudomonas aeruginosa,4.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,150.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,9.0
1096,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Staphylococcus aureus,4.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,50.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.0
1097,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Staphylococcus aureus,4.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,100.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,12.0
1098,TiO2, green_synthesis using M. citrifolia,quasi-spherical,well_diffusion,Staphylococcus aureus,4.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,150.0,10.0,20.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1011134417302579,13.0
1099,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Aspergillus flavus,24.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Fungi,opportunistic pathogen,f,soil,20.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,24.0
1100,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Aspergillus flavus,24.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Fungi,opportunistic pathogen,f,soil,30.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,30.0
1101,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Aspergillus niger,24.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Fungi,pathogenic,f,soil,20.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,21.0
1102,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Aspergillus niger,24.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Fungi,pathogenic,f,soil,30.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,22.0
1103,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Aspergillus niger,24.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Fungi,pathogenic,f,soil,40.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,27.0
1104,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,15.0
1105,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,30.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,16.0
1106,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,40.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,18.0
1107,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,20.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,13.0
1108,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,30.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,18.0
1109,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,40.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,21.0
1110,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,20.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,19.0
1111,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,30.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,21.0
1112,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,40.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,27.0
1113,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,33.0
1114,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,21.0
1115,TiO2,green_synthesis from Luffa acutangula,hexagonal,disk_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,30.0,10.0,59.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,33.0
1116,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,170.0,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,26.0
1117,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,85.0,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,20.0
1118,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,42.5,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,18.0
1119,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,21.25,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,16.0
1120,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10.625,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,15.0
1121,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,5.31,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,14.0
1122,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,2.65,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,13.0
1123,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1.33,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,11.0
1124,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,170.0,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,27.0
1125,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,85.0,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,22.0
1126,Ag,chemical_synthesis using AgNO3,spherical,disk_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,42.5,14.0,16.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,19.0
