,Bacteria,Drug,reference,time (hr),MDR,Phylum,Class,Order,Family,Genus,bac_type,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,MolWt,PEOE_VSA11,PEOE_VSA13,PEOE_VSA8,SMR_VSA2,SMR_VSA9,MIC_drug_log
262,Pseudomonas aeruginosa,Gentamicin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,0.693147181
263,Pseudomonas aeruginosa,Gentamicin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,2.772588722
264,Pseudomonas aeruginosa,Gentamicin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,2.772588722
265,Pseudomonas aeruginosa,Gentamicin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,-0.693147181
266,Pseudomonas aeruginosa,Ceftazidime,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,4.158883083
267,Pseudomonas aeruginosa,Ceftazidime,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,4.158883083
268,Pseudomonas aeruginosa,Ceftazidime,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,4.158883083
269,Pseudomonas aeruginosa,Ceftazidime,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,4.158883083
270,Pseudomonas aeruginosa,Ceftazidime,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,4.158883083
271,Pseudomonas aeruginosa,Ceftazidime,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,4.158883083
272,Pseudomonas aeruginosa,Ciprofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,2.772588722
273,Pseudomonas aeruginosa,Ciprofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,2.079441542
274,Pseudomonas aeruginosa,Ciprofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,2.772588722
275,Pseudomonas aeruginosa,Ciprofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-2.780620894
276,Pseudomonas aeruginosa,Ciprofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-2.079441542
277,Pseudomonas aeruginosa,Ciprofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-1.386294361
278,Pseudomonas aeruginosa,Levofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,2.772588722
279,Pseudomonas aeruginosa,Levofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,1.386294361
280,Pseudomonas aeruginosa,Levofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,2.079441542
281,Pseudomonas aeruginosa,Levofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-0.693147181
282,Pseudomonas aeruginosa,Levofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,-0.693147181
283,Pseudomonas aeruginosa,Levofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,0
284,Pseudomonas aeruginosa,Colistin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-0.693147181
285,Pseudomonas aeruginosa,Colistin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-1.386294361
286,Pseudomonas aeruginosa,Colistin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-0.693147181
287,Pseudomonas aeruginosa,Colistin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-0.693147181
288,Pseudomonas aeruginosa,Colistin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-1.386294361
289,Pseudomonas aeruginosa,Colistin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-1.386294361
290,Escherichia coli,Ceftazidime,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,2.772588722
291,Escherichia coli,Ciprofloxacin,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,3.465735903
292,Escherichia coli,Gentamicin,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,-0.693147181
293,Escherichia coli,Ceftazidime,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,3.465735903
294,Escherichia coli,Ciprofloxacin,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,3.465735903
295,Escherichia coli,Gentamicin,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,-0.693147181
296,Klebsiella pneumoniae,Ceftazidime,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,4.158883083
297,Klebsiella pneumoniae,Ciprofloxacin,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,3.465735903
298,Klebsiella pneumoniae,Gentamicin,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,0
299,Klebsiella pneumoniae,Ceftazidime,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,3.465735903
300,Klebsiella pneumoniae,Ciprofloxacin,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-1.609437912
301,Klebsiella pneumoniae,Gentamicin,https://www.sciencedirect.com/science/article/pii/S0927776516301515?via%3Dihub,24,1,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,3.465735903
302,Listeria monocytogenes,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,0,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,pathogenic,p,24,37,food,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-0.248461359
303,Staphylococcus aureus,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,1.832581464
304,Bacillus cereus,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,pathogenic,p,4,30,food,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-0.94160854
305,Salmonella typhimurium,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,6,37,meat,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-1.660731207
306,Escherichia coli,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-0.94160854
307,Pseudomonas aeruginosa,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-0.248461359
308,Candida albicans,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,pathogenic,f,48,37,mouth,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,1.832581464
309,Aspergillus niger,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,pathogenic,f,24,30,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,1.832581464
310,Aspergillus flavus,Ciprofloxacin,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,24,0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,opportunistic pathogen,f,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,1.832581464
311,Escherichia coli,Gentamicin,https://link.springer.com/article/10.1007/s11671-009-9316-8,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,2.00148
312,Escherichia coli,Gentamicin,https://link.springer.com/article/10.1007/s11671-009-9316-8,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,11.12947795,-1.286897326,477.603,12.58005346,0,18.12552249,0,0,-0.105360516
313,Staphylococcus aureus,Ciprofloxacin,https://link.springer.com/article/10.1007/s12210-021-01016-x,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,0.667829373
314,Bacillus subtilis,Ciprofloxacin,https://link.springer.com/article/10.1007/s12210-021-01016-x,24,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,non-pathogenic,p,0.16,30,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,-0.020202707
315,Salmonella typhi,Ciprofloxacin,https://link.springer.com/article/10.1007/s12210-021-01016-x,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,168,37,blood,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,0.667829373
316,Pseudomonas aeruginosa,Ciprofloxacin,https://link.springer.com/article/10.1007/s12210-021-01016-x,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,1.360976553
317,Klebsiella pneumoniae,Ciprofloxacin,https://link.springer.com/article/10.1007/s12210-021-01016-x,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,0.667829373
318,Aeromonas hydrophila,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24,0,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,opportunistic pathogen,n,6,30,water,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.995732274
319,Escherichia coli,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.995732274
320,Pseudomonas aeruginosa,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,3.218875825
321,Streptococcus pyogenes,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24,0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pathogenic,p,24,37,mouth,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.708050201
322,Staphylococcus aureus,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.302585093
323,Enterococcus faecalis,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24,0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,pathogenic,p,24,37,urine,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.708050201
324,Escherichia coli,Kanamycin,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2022.929491/full,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,0.916290732
325,Salmonella typhi,Kanamycin,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2022.929491/full,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,168,37,blood,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,0.916290732
326,Escherichia coli,Kanamycin,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2022.929491/full,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,1.435084525
327,Salmonella typhi,Kanamycin,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2022.929491/full,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,168,37,blood,10.93437059,-1.661604858,484.503,12.58005346,0,18.62843806,0,0,1.435084525
328,Staphylococcus aureus,Amoxicillin,https://www.mdpi.com/1420-3049/19/4/5013#B31-molecules-19-05013,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,-1.386294361
329,Escherichia coli,Amoxicillin,https://www.mdpi.com/1420-3049/19/4/5013#B31-molecules-19-05013,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,2.079441542
330,Escherichia coli,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,1.791759469
331,Staphylococcus aureus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,0.693147181
332,Staphylococcus epidermidis,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,opportunistic pathogen,p,24,37,nose,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,0.693147181
333,Bacillus subtilis,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,non-pathogenic,p,0.16,30,soil,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,4.158883083
334,Bacillus cereus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,pathogenic,p,4,30,food,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,4.158883083
335,Escherichia coli,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,2.079441542
336,Staphylococcus aureus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,1.386294361
337,Staphylococcus epidermidis,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,opportunistic pathogen,p,24,37,nose,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,1.386294361
338,Bacillus subtilis,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,non-pathogenic,p,0.16,30,soil,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,4.158883083
339,Bacillus cereus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,pathogenic,p,4,30,food,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,4.158883083
340,Staphylococcus epidermidis ,Ciprofloxacin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,non-pathogenic,p,24,35,skin,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,3.442019376
341,Staphylococcus epidermidis ,Gentamycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,non-pathogenic,p,24,35,skin,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,3.442019376
342,Staphylococcus epidermidis ,Ciprofloxacin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,non-pathogenic,p,24,35,skin,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,4.135166557
343,Staphylococcus epidermidis ,Gentamycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,non-pathogenic,p,24,35,skin,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,4.828313737
344,Staphylococcus epidermidis ,Ciprofloxacin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,non-pathogenic,p,24,35,skin,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,3.442019376
345,Staphylococcus epidermidis ,Gentamycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,non-pathogenic,p,24,35,skin,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,3.442019376
346,Staphylococcus haemolyticus,Ciprofloxacin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,non-pathogenic,p,24,35,skin,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,4.135166557
347,Staphylococcus haemolyticus,Gentamycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,non-pathogenic,p,24,35,skin,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,3.442019376
348,Proteus mirabilis,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.995732274
