,NP,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,Drug,reference,time (hr),MDR,amw,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,PEOE_VSA11,PEOE_VSA13,PEOE_VSA4,PEOE_VSA8,SMR_VSA2,SMR_VSA7,SlogP_VSA8,EState_VSA6,EState_VSA7,fr_alkyl_halide,fr_allylic_oxid,MIC_NP_log,Drug_class,MIC_drug_log,MIC_drug_NP_log
297,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Levofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,14.98365316,-1.315329409,20.26923077,361.373,11.56673267,0.0,0.0,32.3758692,0.0,33.86721055,10.90292493,4.567099648,18.87131891,0,0,3.099929506,Quinolines,2.0794415416798357,-0.2231435513142097
298,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Levofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,14.98365316,-1.315329409,20.26923077,361.373,11.56673267,0.0,0.0,32.3758692,0.0,33.86721055,10.90292493,4.567099648,18.87131891,0,0,3.099929506,Quinolines,-0.6931471805599453,-2.0794415416798357
299,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Levofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,14.98365316,-1.315329409,20.26923077,361.373,11.56673267,0.0,0.0,32.3758692,0.0,33.86721055,10.90292493,4.567099648,18.87131891,0,0,3.099929506,Quinolines,-0.6931471805599453,-0.6931471805599453
300,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Levofloxacin,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,14.98365316,-1.315329409,20.26923077,361.373,11.56673267,0.0,0.0,32.3758692,0.0,33.86721055,10.90292493,4.567099648,18.87131891,0,0,3.099929506,Quinolines,0.0,-2.7806208939370456
301,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Meropenem,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,3.099929506,Lactams,4.1588830833596715,2.772588722239781
302,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Meropenem,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,3.099929506,Lactams,3.4657359027997265,3.4657359027997265
303,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Meropenem,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,3.099929506,Lactams,1.3862943611198906,0.6931471805599453
304,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Meropenem,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,3.099929506,Lactams,-0.6931471805599453,-0.6931471805599453
305,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Meropenem,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,3.099929506,Lactams,0.6931471805599453,0.6931471805599453
306,Ag,green_synthesis from fungus Aspergillus flavus,26.06,spherical,MIC,Pseudomonas aeruginosa,Meropenem,https://academic.oup.com/lambio/article/75/3/680/6989369,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,3.099929506,Lactams,-0.6931471805599453,-1.3862943611198906
307,Ag,chemical_synthesis using khalafalla and reimers method,30.0,spherical,MBC,Salmonella typhi,Kanamycin,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2022.929491/full,24,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,168.0,37,blood,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,1.840549633,Organooxygen compounds,1.4350845252893227,2.937043277205311
308,Fe3O4,chemical_synthesis by controlled precipitation of iron chloride salts,15.0,cubic crystalline,MIC,Candida albicans,Amphotericin B,https://www.sciencedirect.com/science/article/pii/S154996341630096X,24,0,231.531,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37,mouth,12.61321938,-2.325405557,45.49230769,924.091,12.07713788,0.0,0.0,37.51909858,0.0,85.0642815,0.0,80.68369557,19.07577741,0,12,2.772588722,Organooxygen compounds,0.6931471805599453,3.039749158970765
315,Au,green_synthesis from aqueous extract of Adiantum philippense,34.0,spherical and triangular,MIC,Escherichia coli,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,3.167820331,Lactams,1.791759469228055,1.9740810260220096
316,Au,green_synthesis from aqueous extract of Adiantum philippense,34.0,spherical and triangular,MIC,Staphylococcus aureus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,3.146831332,Lactams,0.6931471805599453,2.0412203288596382
317,Au,green_synthesis from aqueous extract of Adiantum philippense,34.0,spherical and triangular,MIC,Staphylococcus epidermidis,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,3.095783764,Lactams,0.6931471805599453,2.0412203288596382
318,Au,green_synthesis from aqueous extract of Adiantum philippense,34.0,spherical and triangular,MIC,Bacillus subtilis,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,196.967,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,soil,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,2.681382648,Lactams,4.1588830833596715,2.2192034840549946
319,Au,green_synthesis from aqueous extract of Adiantum philippense,34.0,spherical and triangular,MIC,Bacillus cereus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,196.967,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,4.0,30,food,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,2.766010474,Lactams,4.1588830833596715,2.2407096892759584
320,Au,green_synthesis from aqueous extract of Adiantum philippense,34.0,spherical and triangular,MBC,Escherichia coli,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,4.281566955,Lactams,2.0794415416798357,2.302585092994046
321,Au,green_synthesis from aqueous extract of Adiantum philippense,34.0,spherical and triangular,MBC,Staphylococcus aureus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,4.280659018,Lactams,1.3862943611198906,2.341805806147327
322,Au,green_synthesis from aqueous extract of Adiantum philippense,34.0,spherical and triangular,MBC,Staphylococcus epidermidis,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,nose,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,4.178846805,Lactams,1.3862943611198906,2.028148247292285
323,Au,green_synthesis from aqueous extract of Adiantum philippense,34.0,spherical and triangular,MBC,Bacillus subtilis,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,196.967,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,soil,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,3.589112543,Lactams,4.1588830833596715,2.151762203259462
324,Au,green_synthesis from aqueous extract of Adiantum philippense,34.0,spherical and triangular,MBC,Bacillus cereus,Amoxicillin,https://www.sciencedirect.com/science/article/pii/S0928493115306846,48,0,196.967,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,4.0,30,food,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,3.775968115,Lactams,4.1588830833596715,2.174751721484161
333,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Ciprofloxacin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.188900994,Quinolines,3.4420193761824107,0.0
334,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Gentamycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,11.12947795,-1.291217054,51.03125,1390.728,37.74016038,0.0,0.0,54.87948304,0.0,0.0,0.0,41.91422755,20.89514638,0,0,2.188900994,Aminoglycoside ,3.4420193761824107,2.772588722239781
335,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Rifampicin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,14.42562962,-2.042566018,32.06779661,822.953,5.749511833,11.69042468,5.101407526,87.33070199,0.0,52.82961988,10.77244843,44.85590154,7.047671983,0,2,2.188900994,Macrolactams,3.4420193761824107,2.0794415416798357
336,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Vancomycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,16.01721414,-2.345197559,29.43564356,1449.271,29.93485761,0.0,0.0,34.71646842,0.0,116.725296,11.12690298,0.0,13.8474744,0,0,2.188900994,carboxylic acids,4.135166556742356,1.3862943611198906
337,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Ciprofloxacin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.188900994,Quinolines,4.135166556742356,0.6931471805599453
338,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Gentamycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,11.12947795,-1.291217054,51.03125,1390.728,37.74016038,0.0,0.0,54.87948304,0.0,0.0,0.0,41.91422755,20.89514638,0,0,2.188900994,Aminoglycoside ,4.8283137373023015,0.6931471805599453
339,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Rifampicin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,14.42562962,-2.042566018,32.06779661,822.953,5.749511833,11.69042468,5.101407526,87.33070199,0.0,52.82961988,10.77244843,44.85590154,7.047671983,0,2,2.188900994,Macrolactams,4.8283137373023015,3.4657359027997265
340,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Vancomycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,16.01721414,-2.345197559,29.43564356,1449.271,29.93485761,0.0,0.0,34.71646842,0.0,116.725296,11.12690298,0.0,13.8474744,0,0,2.188900994,carboxylic acids,4.135166556742356,2.772588722239781
341,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Ciprofloxacin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.188900994,Quinolines,3.4420193761824107,2.772588722239781
342,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Gentamycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,11.12947795,-1.291217054,51.03125,1390.728,37.74016038,0.0,0.0,54.87948304,0.0,0.0,0.0,41.91422755,20.89514638,0,0,2.188900994,Aminoglycoside ,3.4420193761824107,2.772588722239781
343,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Rifampicin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,14.42562962,-2.042566018,32.06779661,822.953,5.749511833,11.69042468,5.101407526,87.33070199,0.0,52.82961988,10.77244843,44.85590154,7.047671983,0,2,2.188900994,Macrolactams,3.4420193761824107,2.772588722239781
344,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus epidermidisВ ,Vancomycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35,skin,16.01721414,-2.345197559,29.43564356,1449.271,29.93485761,0.0,0.0,34.71646842,0.0,116.725296,11.12690298,0.0,13.8474744,0,0,2.188900994,carboxylic acids,4.135166556742356,3.4657359027997265
345,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus haemolyticus,Ciprofloxacin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus haemolyticus,non-pathogenic,p,24.0,35,skin,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.607036959,Quinolines,4.135166556742356,3.4657359027997265
346,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus haemolyticus,Gentamycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus haemolyticus,non-pathogenic,p,24.0,35,skin,11.12947795,-1.291217054,51.03125,1390.728,37.74016038,0.0,0.0,54.87948304,0.0,0.0,0.0,41.91422755,20.89514638,0,0,2.607036959,Aminoglycoside ,3.4420193761824107,3.4657359027997265
347,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus haemolyticus,Rifampicin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus haemolyticus,non-pathogenic,p,24.0,35,skin,14.42562962,-2.042566018,32.06779661,822.953,5.749511833,11.69042468,5.101407526,87.33070199,0.0,52.82961988,10.77244843,44.85590154,7.047671983,0,2,2.607036959,Macrolactams,4.135166556742356,3.4657359027997265
348,Au,green_synthesis from Bacillus sp.,22.0,"spherical, triangular and hexagonal",MIC,Staphylococcus haemolyticus,Vancomycin,https://link.springer.com/article/10.1007/s13404-015-0162-4,24,0,196.967,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus haemolyticus,non-pathogenic,p,24.0,35,skin,16.01721414,-2.345197559,29.43564356,1449.271,29.93485761,0.0,0.0,34.71646842,0.0,116.725296,11.12690298,0.0,13.8474744,0,0,2.607036959,carboxylic acids,4.135166556742356,3.4657359027997265
349,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,35.0,spherical,MIC,Proteus mirabilis,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,37,urine,11.93841503,-1.104253643,26.1,299.352,0.0,0.0,0.0,23.62356815,5.409283606,10.60217583,0.0,6.9237372,0.0,0,0,3.311987865,Lactams,2.995732273553991,3.332204510175204
350,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,70.0,spherical,MIC,Proteus mirabilis,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,37,urine,11.93841503,-1.104253643,26.1,299.352,0.0,0.0,0.0,23.62356815,5.409283606,10.60217583,0.0,6.9237372,0.0,0,0,3.252970128,Lactams,2.995732273553991,3.6109179126442243
352,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,35.0,spherical,MIC,Acinetobacter baumannii,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,11.93841503,-1.104253643,26.1,299.352,0.0,0.0,0.0,23.62356815,5.409283606,10.60217583,0.0,6.9237372,0.0,0,0,4.093205971,Lactams,3.6888794541139363,2.9444389791664403
353,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,70.0,spherical,MIC,Acinetobacter baumannii,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,11.93841503,-1.104253643,26.1,299.352,0.0,0.0,0.0,23.62356815,5.409283606,10.60217583,0.0,6.9237372,0.0,0,0,3.688163341,Lactams,3.6888794541139363,3.6888794541139363
354,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,200.0,spherical,MIC,Acinetobacter baumannii,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,11.93841503,-1.104253643,26.1,299.352,0.0,0.0,0.0,23.62356815,5.409283606,10.60217583,0.0,6.9237372,0.0,0,0,4.021312054,Lactams,3.6888794541139363,2.772588722239781
355,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,35.0,spherical,MIC,Proteus mirabilis,Meropenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,37,urine,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,3.311987865,Lactams,2.302585092994046,2.8903717578961645
356,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,70.0,spherical,MIC,Proteus mirabilis,Meropenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,37,urine,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,3.252970128,Lactams,2.302585092994046,3.295836866004329
360,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,200.0,spherical,MIC,Acinetobacter baumannii,Meropenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,4.021312054,Lactams,2.995732273553991,2.772588722239781
361,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,35.0,spherical,MIC,Klebsiella pneumoniae,Imipenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30,respiratory tract,11.93841503,-1.104253643,26.1,299.352,0.0,0.0,0.0,23.62356815,5.409283606,10.60217583,0.0,6.9237372,0.0,0,0,3.737714038,Lactams,3.6888794541139363,3.4011973816621555
362,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,35.0,spherical,MIC,Klebsiella pneumoniae,Meropenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30,respiratory tract,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,3.737714038,Lactams,2.995732273553991,3.58351893845611
364,Au,green_synthesis by the reduction of hydrogen tetrachloroaurate,35.0,spherical,MIC,Proteus mirabilis,Meropenem,https://www.sciencedirect.com/science/article/pii/S0378517317303009,24,0,196.967,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,37,urine,12.34083946,-1.11933621,34.57692308,383.47,0.0,0.0,0.0,36.71308096,0.0,10.60217583,0.0,25.9189909,6.9237372,0,0,3.311987865,Lactams,2.302585092994046,2.8903717578961645
