,NP,NP_Synthesis,NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,Bacteria,MIC_NP (μg/ml),reference,time (hr),MDR,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,isolated_from
874,ZnO,green_synthesis using aqueous Brassica rapa leaf,41.23,41.23,41.23,hexagonal,MIC,Bacillus subtilis,12.5,https://doi.org/10.1016/j.physb.2020.412563,24.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis group,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
875,ZnO,green_synthesis using aqueous Brassica rapa leaf,38.0,38.0,38.0,hexagonal,MIC,Escherichia coli,25.0,https://doi.org/10.1016/j.physb.2020.412563,24.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
876,ZnO,green_synthesis using aqueous Brassica rapa leaf,27.43,27.43,27.43,hexagonal,MIC,Escherichia coli,25.0,https://doi.org/10.1016/j.physb.2020.412563,24.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
877,ZnO,green_synthesis using aqueous Brassica rapa leaf,26.38,26.38,26.38,hexagonal,MIC,Escherichia coli,25.0,https://doi.org/10.1016/j.physb.2020.412563,24.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
878,ZnO,green_synthesis using aqueous Brassica rapa leaf,41.23,41.23,41.23,hexagonal,MIC,Escherichia coli,25.0,https://doi.org/10.1016/j.physb.2020.412563,24.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
879,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,7.6,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,0.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
880,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,8.11,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,1.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
881,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,8.65,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,2.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
882,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,9.1,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,3.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
883,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,9.5,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,4.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
884,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,7.9,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,1.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
885,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,8.14,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,2.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
886,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,8.32,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,3.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
887,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,8.55,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,4.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
888,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,6.4,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,1.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
889,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,4.9,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,2.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
890,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,4.3,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,3.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
891,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,3.9,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,4.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
892,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,5.98,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,1.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
893,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,3.5,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,2.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
894,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,0.0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,3.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
895,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,0.0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,4.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
896,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,3.4,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,1.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
897,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,0.0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,2.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
898,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Escherichia coli,3.1,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,1.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
899,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,7.41,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,0.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
900,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,7.9,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,1.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
901,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,8.4,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,2.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
902,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,9.02,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,3.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
903,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,9.6,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,4.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
904,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,7.6,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,1.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
905,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,7.8,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,2.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
906,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,8.1,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,3.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
907,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,8.3,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,4.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
908,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,6.5,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,1.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
909,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,4.1,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,2.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
910,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,3.6,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,3.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
911,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,3.3,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,4.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
912,ZnO,green_synthesis using Acacia arabica leaf extract,16.0,20.0,18.0,rod-shaped,MIC,Salmonella enterica,4.4,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259190#sec024,1.0,0,8,81.389,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22.60496136,17.07,-0.1213,0.6865,4.082482905,1.5,0.0,0.0,0.0,1.115355072,0.288675135,0.0,0.0,0.0,0.423376623,2.423376623,1.423376623,0.785339814,1.724688818,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food
