,NP,NP_Synthesis,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,Bacteria,ZOI_NP (mm),reference,time (hr),MDR,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,isolated_from
1011,CuO,green_synthesis using Cissus vitiginea,250.0,6.0,80.0,20.0,Spherical,disk_diffusion,Klebsiella pneumoniae,19.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
1012,CuO,green_synthesis using Cissus vitiginea,250.0,6.0,80.0,20.0,Spherical,disk_diffusion,Enterococcus sp.,20.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Bacteria,Enterococcus sp.,pathogenic,p,24.0,36.0,48.0,37.0,2.0,food
1013,CuO,green_synthesis using Cissus vitiginea,250.0,6.0,80.0,20.0,Spherical,disk_diffusion,Proteus sp.,16.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus sp.,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
1014,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Escherichia coli,25.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
1015,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Klebsiella pneumoniae,25.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
1016,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Bacillus cereus,32.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus group,pathogenic,p,4.0,10.0,16.0,30.0,2.0,food
1017,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Pseudomonas aeruginosa,26.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
1018,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Proteus vulgaris,26.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus vulgaris,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,soil
1019,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Streptococcus mutans,29.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,36.0,48.0,37.0,2.0,carious dentine
1020,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Staphylococcus aureus,29.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
1021,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Streptococcus pyogenes,26.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus pyogenes,pathogenic,p,24.0,36.0,48.0,37.0,2.0,mouth
1022,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Streptococcus viridans,27.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus viridans,opportunistic pathogen,p,168.0,252.0,336.0,37.0,1.0,mouth
1023,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Staphylococcus epidermidis,23.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,36.0,48.0,37.0,2.0,nose
1024,CuO,green_synthesis using Momordica charantia,250.0,6.0,80.0,62.0,rod-shaped,disk_diffusion,Corynebacterium xerosis,29.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Bacteria,Corynebacterium xerosis,pathogenic,p,240.0,288.0,336.0,37.0,2.0,ear
1025,CuO,green_synthesis using Ageratum houstonianum Mill,250.0,6.0,80.0,80.0,cubic,disk_diffusion,Escherichia coli,12.0,https://www.researchgate.net/profile/Ashwani-Kumar-101/publication/354927338_Antibacterial_Potential_of_Zinc_Oxide_Nanoparticles_Synthesized_using_Aloe_vera_L_Burmf_A_Green_Approach_to_Combat_Drug_Resistance/links/61a7a0de29948f41dbb957c2/Antibacterial-Potential-of-Zinc-Oxide-Nanoparticles-Synthesized-using-Aloe-vera-L-Burmf-A-Green-Approach-to-Combat-Drug-Resistance.pdf,24.0,0.0,17,79.545,1,0,0,0,1,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.67942236,17.07,-0.1213,0.6865,1.651411411,0.507519219,0.0,0.0,0.0,0.709759635,0.123091491,0.0,0.0,0.0,0.319480519,2.319480519,1.319480519,1.44956182,1.53025468,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
1026,CeO2,chemical_synthesis using cerium nitrate,50.0,5.0,15.0,10.0,cubic,disk_diffusion,Escherichia coli,9.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,24.0,0.0,16,172.114,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
1027,CeO2,chemical_synthesis using cerium nitrate,50.0,5.0,15.0,10.0,cubic,disk_diffusion,Salmonella typhimurium,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,24.0,0.0,16,172.114,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,6.0,39.0,72.0,37.0,2.0,meat
1028,CeO2,chemical_synthesis using cerium nitrate,50.0,5.0,15.0,10.0,cubic,disk_diffusion,Listeria monocytogenes,10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,24.0,0.0,16,172.114,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Bacteria,Listeria monocytogenes,pathogenic,p,24.0,36.0,48.0,37.0,2.0,food
1029,CeO2,chemical_synthesis using cerium nitrate,50.0,5.0,15.0,10.0,cubic,disk_diffusion,Staphylococcus aureus,5.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,24.0,0.0,16,172.114,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
1030,CeO2,chemical_synthesis using cerium nitrate,50.0,5.0,15.0,10.0,cubic,disk_diffusion,Bacillus cereus,7.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,24.0,0.0,16,172.114,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus group,pathogenic,p,4.0,10.0,16.0,30.0,2.0,food
1031,Mo,green_synthesis using wood apple shell extract,50.0,81.0,105.0,93.0,spherical,well_diffusion,Proteus mirabilis,8.0,https://www.researchgate.net/publication/354723544_Antibacterial_Activity_of_Biofabricated_Molybdenum_Nanoparticles,24.0,0.0,6,95.94,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21.75656585,0.0,-0.0025,0.0,2.415229458,0.0,0.0,0.0,0.0,0.40824829,0.0,0.0,0.0,0.0,0.688311688,1.688311688,0.141141877,2.499632443,0.238291481,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,48.0,72.0,37.0,2.0,urine
1032,Mo,green_synthesis using wood apple shell extract,100.0,81.0,105.0,93.0,spherical,well_diffusion,Proteus mirabilis,10.0,https://www.researchgate.net/publication/354723544_Antibacterial_Activity_of_Biofabricated_Molybdenum_Nanoparticles,24.0,0.0,6,95.94,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21.75656585,0.0,-0.0025,0.0,2.415229458,0.0,0.0,0.0,0.0,0.40824829,0.0,0.0,0.0,0.0,0.688311688,1.688311688,0.141141877,2.499632443,0.238291481,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,48.0,72.0,37.0,2.0,urine
1033,Mo,green_synthesis using wood apple shell extract,150.0,81.0,105.0,93.0,spherical,well_diffusion,Proteus mirabilis,13.0,https://www.researchgate.net/publication/354723544_Antibacterial_Activity_of_Biofabricated_Molybdenum_Nanoparticles,24.0,0.0,6,95.94,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21.75656585,0.0,-0.0025,0.0,2.415229458,0.0,0.0,0.0,0.0,0.40824829,0.0,0.0,0.0,0.0,0.688311688,1.688311688,0.141141877,2.499632443,0.238291481,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,48.0,72.0,37.0,2.0,urine
1034,Mo,green_synthesis using wood apple shell extract,200.0,81.0,105.0,93.0,spherical,well_diffusion,Proteus mirabilis,14.0,https://www.researchgate.net/publication/354723544_Antibacterial_Activity_of_Biofabricated_Molybdenum_Nanoparticles,24.0,0.0,6,95.94,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21.75656585,0.0,-0.0025,0.0,2.415229458,0.0,0.0,0.0,0.0,0.40824829,0.0,0.0,0.0,0.0,0.688311688,1.688311688,0.141141877,2.499632443,0.238291481,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,48.0,72.0,37.0,2.0,urine
1035,Mo,green_synthesis using wood apple shell extract,100.0,81.0,105.0,93.0,spherical,well_diffusion,Klebsiella pneumoniae,11.0,https://www.researchgate.net/publication/354723544_Antibacterial_Activity_of_Biofabricated_Molybdenum_Nanoparticles,24.0,0.0,6,95.94,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21.75656585,0.0,-0.0025,0.0,2.415229458,0.0,0.0,0.0,0.0,0.40824829,0.0,0.0,0.0,0.0,0.688311688,1.688311688,0.141141877,2.499632443,0.238291481,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
1036,Mo,green_synthesis using wood apple shell extract,150.0,81.0,105.0,93.0,spherical,well_diffusion,Klebsiella pneumoniae,12.0,https://www.researchgate.net/publication/354723544_Antibacterial_Activity_of_Biofabricated_Molybdenum_Nanoparticles,24.0,0.0,6,95.94,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21.75656585,0.0,-0.0025,0.0,2.415229458,0.0,0.0,0.0,0.0,0.40824829,0.0,0.0,0.0,0.0,0.688311688,1.688311688,0.141141877,2.499632443,0.238291481,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
1037,Mo,green_synthesis using wood apple shell extract,200.0,81.0,105.0,93.0,spherical,well_diffusion,Klebsiella pneumoniae,12.0,https://www.researchgate.net/publication/354723544_Antibacterial_Activity_of_Biofabricated_Molybdenum_Nanoparticles,24.0,0.0,6,95.94,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21.75656585,0.0,-0.0025,0.0,2.415229458,0.0,0.0,0.0,0.0,0.40824829,0.0,0.0,0.0,0.0,0.688311688,1.688311688,0.141141877,2.499632443,0.238291481,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
1038,Co,chemical_synthesis using cobalt sulfate heptahydrate ,50.0,40.0,60.0,50.0,spherical,well_diffusion,Proteus sp.,10.26,https://medandlife.org/wp-content/uploads/JMedLife-14-823.pdf,24.0,1.0,9,58.933,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17.68851124,0.0,-0.0025,0.0,1.374368542,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.506493506,1.506493506,0.480852481,4.403929404,0.72440114,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus sp.,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
1039,Co,chemical_synthesis using cobalt sulfate heptahydrate ,50.0,40.0,60.0,50.0,spherical,well_diffusion,Staphylococcus aureus,11.5,https://medandlife.org/wp-content/uploads/JMedLife-14-823.pdf,24.0,1.0,9,58.933,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17.68851124,0.0,-0.0025,0.0,1.374368542,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.506493506,1.506493506,0.480852481,4.403929404,0.72440114,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
1040,Co,chemical_synthesis using cobalt sulfate heptahydrate ,50.0,40.0,60.0,50.0,spherical,well_diffusion,Escherichia coli,13.23,https://medandlife.org/wp-content/uploads/JMedLife-14-823.pdf,24.0,1.0,9,58.933,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17.68851124,0.0,-0.0025,0.0,1.374368542,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.506493506,1.506493506,0.480852481,4.403929404,0.72440114,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
